SLC4A1,ALOX5,DDX11,NRXN3,CD44,KITLG,ASPM,STAG3,FCGR2B,GLI2,ARHGAP15,SPAG5,ICAM1,APOL1,CORO1A,CD33,ZNF85,NSUN5P2,BMPR1A,AREG,VNN2,KLHL24,VIPR1,LCT,LEPR,NEK2,PCDHB14,KIF18A,RIBC2,APOE,FXYD2,CELSR2,AFF3,GZMA,SCML4,NLGN4X,TMEM236,FCGR1A,DIXDC1,SEC24D,CD96,MSI2,GRAP,OBSCN,AGAP1,NCF1,DDR2,FCGR3B,KIF26B,EBF1,GALNT10,DEFA4,GKAP1,NCF1C,JAM3,PRKCB,AR,RNASE3,HIC2,MYO7B,GYPA,CD8B,CSPG4,NCKAP5,TIGIT,NCF1B,GTF2H2C,FMNL1,RGPD2,PRAME,PCDHB13,FAM72B,GRAPL,FAM72A,ZNF138,ARHGAP11A,FCGR3A,MICA,LILRB3,HCP5,SNORA12,DDX12P,FAM72D,RPL23AP53,HAR1A,ZNF492,FCGR2C,GYPB,ZNF850,Cell_type
1.9869504,2.024077,1.785497,0.38440755,2.2803457,0.16070154,2.041521,1.4251504,0.58698875,0.007891142,1.9516754,1.8610346,1.0579647,0.88979304,2.9897802,1.3120929,1.0172774,0.6976484,1.1221957,1.4556249,1.5316088,2.1287017,0.9316577,0.5462639,0.9501189,1.2568489,0.43294212,1.2453526,0.102263436,1.0203047,0.9726162,0.98464257,1.5620798,1.3807005,0.8596209,1.7567068,0.24218845,1.089927,0.7106917,1.7811098,2.2004592,2.148758,1.7010679,2.2309744,0.31059498,1.7230575,0.3438121,1.4762478,0.25215644,0.8108139,1.7452075,2.6989923,0.9579111,1.4083544,1.7791765,2.6661503,-0.050074205,2.09998,1.427308,2.9280512,1.0278949,1.1262575,0.16310805,0.078255,0.7333468,1.532602,0.47883874,2.342045,1.0251474,0.29588303,0.22182003,0.71377444,0.16686247,0.5927737,0.9478224,1.7698846,1.5655767,0.60508823,1.289688,1.1161438,0.4485843,0.85981375,0.54191846,0.89241296,0.4671104,0.6602838,0.4745054,0.5466667,1.1619868,PreT
1.928495,1.518969,2.4572759,0.4650469,2.1362872,0.043731052,2.7161312,1.6160227,0.3034457,0.02635415,2.157288,2.2783425,0.7772701,1.2286283,2.521781,0.77614117,1.3927308,1.2343332,1.2781358,0.20461226,1.062193,1.829973,0.21110846,1.1796601,1.0598402,1.6478326,0.86148536,1.858551,0.82786113,1.3122736,1.364891,1.0105163,1.6770134,0.92023087,0.38138336,1.9027343,0.21486324,0.4434104,1.0907459,1.5574682,1.9961108,2.4767303,1.3482374,2.004326,0.13706525,1.154133,0.21315315,0.51155174,0.078508385,0.8342701,1.2111726,0.76358986,1.4144605,0.7566095,0.7882226,2.3306086,0.022836715,0.5537293,1.569051,2.6835299,0.83726674,1.0429332,0.09276412,0.11293273,0.35668576,0.7500719,0.4974368,2.240501,0.790299,0.13038564,1.0105675,1.0053787,0.42499486,1.1171963,1.4570764,2.375728,1.1086979,1.1734154,0.63473445,0.42145014,0.3971847,1.6630024,1.010122,1.1602609,0.5009255,0.8789547,0.21920003,0.5944251,1.5846541,PreT
1.8807346,1.6561694,1.3551004,0.414252,2.894109,0.13545516,1.4902158,0.9025914,0.20327844,-0.027967429,2.104264,1.6842347,1.9125602,0.9864789,2.8237839,0.98017687,0.5626519,1.6607211,0.104769066,1.5859642,1.4923673,2.4587262,0.29356185,0.17502256,1.1577002,1.0403705,0.31019974,1.157739,0.16136439,0.74568343,0.5630034,0.29978555,2.1522107,0.42466742,0.63975203,0.09033833,0.03885365,0.7815309,0.41014233,1.459547,2.4578493,2.5095968,1.601531,2.10311,0.5776113,0.90342104,0.17857721,0.58956856,1.2364552,0.77693105,1.7521154,-0.07574986,1.4545747,1.0253191,0.72499007,2.6846874,-0.018938571,0.7017194,1.7898848,2.2188458,0.7154154,0.2204226,0.49134475,0.024971545,0.16634822,0.607976,0.28293133,2.5152948,0.09867497,0.02531164,0.031865295,0.32455394,0.32355025,0.3469088,1.1170164,1.352062,0.8165132,0.9559752,0.9002531,1.371792,1.1677569,1.0750806,0.407873,0.96770567,0.3691737,0.14386562,0.5855845,0.36340868,0.84992737,PreT
2.4575186,1.6246575,1.6754167,0.48542634,2.1881807,0.044086557,1.4663695,0.68939704,0.18006097,0.02727467,2.1668222,1.6681042,1.9355367,1.0820049,2.6164706,0.68911886,1.0828263,1.2404168,0.14986977,0.54182345,0.8493421,2.262187,0.22160037,0.17273141,1.1781092,1.266851,0.5642965,0.7794329,0.0847214,1.1369401,0.06174674,0.892652,1.7270607,0.75686437,1.1168185,1.0708383,-0.03390157,0.43862176,0.47145268,1.173768,2.0751917,2.1519494,1.5430014,1.7897345,0.30585355,1.3517005,0.14256153,0.5418423,0.5344839,0.9382366,1.47617,0.95542043,1.2503332,1.068209,0.2808115,2.4398265,-0.12453437,0.7575232,1.5149668,1.4258283,1.4395994,0.80820984,0.58990735,0.08076373,0.58380574,0.91574806,0.4615553,2.2923782,0.105307445,0.15017372,0.15829921,0.32184654,0.03343638,0.34467915,0.7807728,1.2811518,0.87482595,0.8509049,0.99074745,1.392334,0.8966362,0.88081676,0.22314695,1.0608115,0.04962603,0.7883882,0.10609678,0.61323917,1.1450915,PreT
2.1430075,1.9607301,1.9068426,0.5007268,2.3674023,0.027019346,1.8819073,1.4457376,0.794819,-0.03753501,1.939302,1.7418867,1.2947168,1.0538955,3.061661,1.1745156,0.92345476,0.9474376,0.55704683,1.1273913,1.7543896,2.0015435,0.9161829,0.5928789,0.68838596,1.1605822,1.0810435,0.9612539,0.38566637,0.48770437,1.2538983,1.6048135,2.061786,1.2233925,1.1265363,1.6922363,0.4923325,0.7827862,0.55168283,1.7119379,1.9289651,2.385182,1.6495888,2.3402731,0.58042234,1.6909763,0.24762125,1.5304621,0.080077894,1.1885376,1.802641,2.0567422,0.8987429,1.1794668,1.4971534,2.6015928,0.08188853,1.5218073,1.4661366,2.7943394,0.7553186,1.3501526,0.036237843,-0.11264974,0.73351836,1.1889331,0.30843976,2.7177296,0.49517354,0.22171323,0.65240824,0.43679848,0.41536638,0.39532062,0.93670654,1.7646351,1.3590878,0.75672555,1.4969256,1.2737063,0.22924343,1.4078169,0.4032812,0.83134305,0.530368,0.5827604,0.34303457,0.40662068,1.1148694,PreT
2.613921,1.6408443,1.6807755,0.50398344,2.083045,0.024656536,1.5123882,0.70830816,0.19683065,0.042211358,2.1653898,1.6835119,1.8035908,1.0601376,2.7736604,0.67331123,1.079417,1.1999029,0.10029638,0.8152358,0.83492094,2.244742,0.36723712,0.23364978,1.194104,1.1653506,0.5259547,0.94426906,0.103094086,1.1918577,0.015751176,0.8725367,1.7607094,0.69374275,1.1525646,1.368746,0.015123193,0.49759242,0.4610063,1.310504,1.9572548,2.163618,1.4628139,1.8257942,0.07565422,1.2919496,0.10357697,0.75078124,0.56742364,0.90217793,1.3980069,0.90948164,1.2905141,1.0115279,0.17410824,2.3797665,-0.10749793,0.7297467,1.4925191,1.3718176,1.3832638,0.69026697,0.75774395,-0.0003985468,0.62627465,0.9979644,0.30677104,2.3119955,0.21092363,0.1321675,0.07461148,0.34914854,-0.014862337,0.47357085,0.76730186,1.247539,0.83801126,0.9299867,0.9123413,1.3161408,0.9527123,0.7862091,0.26510003,1.083699,0.08241729,0.7427406,0.08876715,0.8420424,1.1377097,PreT
2.4003882,1.9531238,1.9570662,0.5114827,2.2481961,0.009630116,1.8500184,1.5350645,0.78101945,-0.008726633,1.9113017,1.7572517,1.2821097,1.0079105,3.0814342,1.172741,0.867207,0.9563431,0.5631376,1.2103249,1.4728792,1.9539107,1.0400393,0.5813068,0.6837127,1.0982397,1.1907953,0.99941266,0.23354597,0.3927279,1.1177276,1.4914469,2.056872,1.3898944,1.1376768,1.4936929,0.53512204,0.6259082,0.6014458,1.7192725,2.005337,2.4269865,1.6724494,2.5471418,0.35539484,1.731936,0.2561665,1.3599646,0.006348141,1.1177329,1.7766913,2.1541936,0.87668234,1.1662954,1.6109099,2.5711613,0.007071526,1.5043119,1.5132071,2.9930272,0.6668026,1.4073019,-0.05883058,-0.0007294718,0.7029881,1.3290256,0.23543805,2.7951946,0.46979356,0.17431729,0.7264261,0.45931047,0.46305317,0.41552547,0.9937561,1.6399624,1.3562918,0.73685515,1.4001774,1.2844126,0.12164108,1.3145846,0.5338798,0.80250674,0.6242925,0.5209826,0.42018235,0.3168818,1.1220458,PreT
2.8391378,1.8190733,1.7708203,0.73698485,2.2564263,0.12054955,1.6414742,1.1538907,0.9361916,0.040575825,2.170145,1.6222912,1.5741559,1.2848587,2.4126325,0.888819,1.1439574,1.6741095,0.7883233,1.2857696,1.1761612,2.2003531,0.49477503,1.0038854,1.0848207,1.2617176,1.0442845,1.1269194,0.051211104,0.8380094,0.4979719,0.7119502,2.2404015,1.1995262,0.7495242,1.6823043,0.14592767,0.42933434,0.58305854,1.7396489,2.544494,2.7279804,1.4097782,1.7638077,0.79399866,1.254127,0.25746328,1.1166402,0.36232305,0.9876448,1.7405074,0.77290124,1.3324506,1.0909297,1.4647605,2.5731022,0.033237368,0.45010266,1.2972609,1.9665828,2.0119104,1.4489399,0.06321847,0.06399971,0.63243085,0.99767625,0.58983666,2.3488774,1.0235125,0.06583928,1.0800421,0.5474586,0.3957498,0.3902314,1.448475,1.6160587,1.4593428,0.66075975,0.84415764,0.47595966,0.7363582,1.8526424,0.39239335,0.79121804,0.30901912,1.165679,0.6958488,1.1908753,0.947762,PreT
2.0401287,1.1672214,1.912175,0.24203303,1.8315874,0.045003343,2.333157,1.2948987,0.51902246,0.04254861,2.4114692,1.987381,0.7370028,1.4539375,2.1637862,0.2871148,1.5156442,1.3498652,1.4678127,0.3836192,0.9824474,2.0366983,0.1812777,0.9758323,1.3478388,1.70077,0.21470053,1.8300886,-0.0239221,0.552614,1.1168845,0.8979205,1.7532369,1.0950022,0.48193038,1.8231832,-0.145248,0.20179203,1.013279,1.5899189,1.9777873,2.6701403,1.419407,1.8264626,0.8240606,0.44885978,0.14409533,0.3484523,0.3341767,1.0438169,1.3739976,0.10674192,1.5957404,0.36696604,1.2312713,2.4791007,0.04902509,0.15725449,1.1585047,2.0082216,1.4137495,1.4159962,0.21490264,0.07489845,0.5943504,0.28767037,0.80765474,1.9532286,0.83889276,0.024867525,0.020466503,1.3108757,0.2898714,1.2452381,1.8257236,2.2892962,1.0394893,1.2133963,0.3479854,0.15260124,0.7402036,1.221873,1.0577972,0.8708546,0.48619145,1.4203159,0.4381387,0.67090344,1.3263955,PreT
2.3276417,1.1633945,1.8863068,0.48673096,1.6528755,0.024144528,2.3481975,1.4756386,0.3545373,-0.050163016,2.4293578,1.9710394,0.8820367,1.3720008,2.3588812,0.21432897,1.4993972,1.3825041,1.464789,0.48678175,0.84628606,2.0368433,0.17682473,1.0188434,1.3957304,1.7018787,0.16969003,1.8578123,0.02701591,0.46360445,1.1315612,0.7664498,1.7101517,0.9586795,0.57483613,1.9856448,0.12627059,0.09825648,0.8822646,1.5247625,2.0963616,2.6299503,1.2935519,1.9228255,0.91339624,0.34166268,0.13848916,0.3010353,0.120384164,1.2768544,1.4397454,-0.117885515,1.5883179,0.33018002,1.3091316,2.4529104,0.106234886,-0.014366799,1.1875694,2.1767983,1.6206284,1.2605119,0.062011324,-0.0197967,0.5671803,0.2228042,0.7816113,2.0766735,0.84072495,-0.08087791,-0.025906984,1.2139592,0.37742358,1.1494231,1.8799707,2.319549,1.0760988,1.1789151,0.5040737,0.21779478,0.9480671,1.2112916,1.0852475,0.90656775,0.5767438,1.4286005,0.41846666,0.7816324,1.2666589,PreT
1.6950185,1.1461945,1.7565122,0.34975943,2.7221131,0.056816544,1.8915484,0.97837347,0.20198746,0.019571403,2.0603533,1.6784358,1.9079283,1.1641383,2.8732424,1.8432177,1.3917524,0.99231195,0.12875599,0.51347566,0.24393271,2.1689107,0.18995835,0.7267189,0.9532177,1.4740139,0.6967905,1.0235221,0.29815352,0.6418896,0.21956615,0.21665053,1.9683702,0.5839659,0.20735867,0.9391382,0.21519542,0.23493649,0.78893083,1.4321833,1.2894201,2.4065394,1.453728,1.0383837,0.16646601,1.1465762,0.041098453,0.2593581,0.12033845,0.7713765,1.513742,0.14182927,1.2786016,0.7039658,0.16292569,3.0009375,-0.16926709,0.49830773,1.3215107,2.7847414,0.4899491,0.6764049,-0.05600848,-0.0037120287,0.29911464,0.68758553,0.43954515,2.446675,0.7876643,0.15591864,0.10369264,0.80251455,0.27365974,0.7777287,1.3223696,1.9306803,0.70938617,0.7505822,0.65989906,0.5239277,1.0692831,1.2891108,0.37578484,1.0349308,0.0851203,0.83390915,0.22032851,0.24602821,1.2741576,PreT
2.037474,1.5893489,1.4101292,0.15347084,2.8779721,0.1320804,1.5427898,0.7785532,0.046799976,0.020521818,2.101978,1.7545755,2.0210803,0.9902341,2.8740556,1.0601118,0.56960815,1.6731206,0.030594008,1.6742467,1.477589,2.463309,0.2923445,0.24826376,1.0892488,1.0673405,0.16875295,1.2950681,0.21004988,0.819987,0.44606504,0.37617296,2.057864,0.3964092,0.44137466,-0.0056377286,-0.14200592,0.88563025,0.34983972,1.5420871,2.1558726,2.387547,1.5174692,2.0827737,0.68426293,0.9819344,0.17828503,0.5313631,1.1833627,0.70798934,1.6969672,0.1236655,1.4976352,0.8370873,0.7099903,2.6821887,-0.00044885205,0.7926698,1.7692553,2.0004854,1.0446019,0.20342693,0.5241341,0.13884914,0.15884015,0.661589,0.18164699,2.5474374,0.11882971,0.012918374,-0.043604556,0.34878042,0.18791123,0.49444324,0.99528253,1.3875569,0.82827616,0.9885376,0.70184493,1.2938627,0.9682847,1.1622461,0.46195984,1.0900753,0.3697693,0.051848806,0.50065637,0.42762485,0.87731,PreT
2.3714855,1.7001835,1.738575,0.38765052,2.0836687,0.09180296,1.4423645,0.8055095,0.20909746,0.038708292,2.1374996,1.7391878,1.8639373,1.018767,2.6801984,0.81158704,1.1016284,1.2126757,0.0996629,0.7699729,0.8284379,2.3287098,0.31859094,0.17469919,1.2597821,1.0930938,0.52585965,0.8120471,0.057650074,1.2792398,0.18410194,0.8964404,1.6820688,0.81215465,1.1034783,1.2361965,0.08283163,0.4949089,0.40434617,1.2585056,2.1261277,2.2183466,1.5090855,1.9736484,0.3426119,1.3705842,0.22198871,0.57729125,0.68722457,0.83302903,1.4792306,0.96567494,1.2479722,1.3217512,0.36320993,2.3677063,0.063198105,0.7325128,1.5430923,1.5243134,1.2671063,0.6739339,0.5995117,0.08712992,0.5836678,1.1197418,0.4599465,2.4213436,0.29626992,0.03394776,-0.005796854,0.34537998,-0.04991392,0.33836153,0.7340487,1.2908865,0.8916113,0.86856043,0.89882153,1.4979227,0.8841356,0.8298584,0.23828556,1.0953442,-0.039494358,0.72122324,0.18908241,0.6492169,1.1547736,PreT
1.1904938,1.1553835,2.2650614,0.5148075,2.2500613,0.04396449,2.193567,1.192592,0.19694872,0.03921363,2.3072069,2.1526387,0.6637776,0.85513616,2.5411766,0.31379634,1.2457186,1.1346645,0.8735436,0.1002759,0.35133424,1.9633329,0.5343216,1.2871253,1.0603472,1.4968777,0.71289945,1.5708208,0.6160833,0.7868394,0.38297465,1.2188348,1.9367497,0.24253905,0.21337451,1.3464968,0.13251638,0.22243692,0.90324247,1.5197427,2.0714457,2.1648667,1.4794394,2.0946128,0.024897885,0.6055167,0.23043682,0.15053141,0.1253884,0.828017,1.3046736,0.040879924,1.489687,0.25096264,1.180364,2.3738215,0.036264226,0.17568228,1.3272448,2.1879718,0.2530086,0.6078766,0.16709687,-0.013212115,0.27848417,0.36120415,0.6141015,2.2496977,0.69649035,0.24009383,0.45669362,0.9413913,0.41068545,0.8516973,1.687752,2.1330068,0.6174876,1.1561838,0.50205815,0.5744178,0.92983407,1.98419,0.7995714,0.8553433,0.5592544,0.85807866,0.32020876,0.18592356,1.3677093,PreT
1.6661941,0.93497646,1.8840271,0.22630635,2.6393049,0.099707186,1.9100636,0.9749855,0.23793472,-0.024586936,2.0774505,1.6904557,2.1328783,1.1919274,2.8644156,1.7345241,1.2850422,1.073527,0.06775124,0.48344192,0.4037952,2.1597502,0.2670565,0.8832976,0.95348287,1.5308529,0.5815616,1.1596165,0.40882415,0.7059125,0.1761782,0.16414003,2.100566,0.6866553,0.21074022,0.9558141,0.29366064,0.3011589,0.7337365,1.4275154,1.2504154,2.4007323,1.3731396,1.2929635,0.06681867,1.1032226,0.0011420937,0.50775516,0.0994646,0.8079003,1.5922093,0.27503923,1.3324242,0.71946,0.3787965,2.958528,-0.02609022,0.42116022,1.2993387,2.4195309,0.65162694,0.53479946,0.124354504,0.1070652,0.40332863,0.7402002,0.4033529,2.52474,0.8836222,0.002690604,0.039998915,0.7545196,0.1052862,0.75599563,1.3223878,1.8881984,0.6498995,0.707869,0.8065153,0.659698,0.96368116,1.3057368,0.5463897,1.0179808,0.088036574,0.8563919,0.30414677,0.16761194,1.3172814,PreT
1.6279805,1.9664183,1.9294792,1.2432486,2.5914142,0.029374735,1.0879666,1.4221196,0.47937435,0.056406006,1.913375,1.3208545,1.454643,1.3215946,3.0302124,1.3396523,0.9498089,1.4952437,0.88963586,0.9563154,1.2078209,2.0476947,1.0013969,0.8919006,0.62385833,0.7422756,0.5395982,0.69960934,0.08321817,0.5587255,1.3493559,1.6416272,1.987382,0.90491897,1.3144594,1.84114,0.4054785,0.53088886,0.5293008,1.5837046,2.1267862,2.46294,1.6970654,2.4569678,0.30044472,1.2035909,0.24277247,0.884344,0.5260362,0.5763508,1.5969915,0.4109824,0.9227194,0.8417392,1.476306,2.7054565,-0.020877048,0.8645472,1.4865235,2.8758538,0.40783352,1.0705998,0.11219565,-0.09244296,0.6159629,0.9482627,0.3902327,2.8593261,1.1841874,0.13066727,0.40589288,0.31103384,0.88139844,0.2128743,1.1273094,1.445686,2.2023973,0.6342847,1.2642095,0.98808146,0.056921728,1.4677545,0.19411051,0.7333016,0.59556454,0.7042566,1.2887067,0.07710509,0.82298934,PreT
2.1047797,2.056743,1.956049,0.62859637,2.2716794,0.0122747775,1.8634143,1.3545069,0.7620095,-0.12056343,1.9065381,1.7793307,1.2835019,0.9697296,3.0500188,1.1164653,0.93809295,1.0318124,0.59308505,1.2674068,1.6452311,2.0403748,0.92175585,0.5596353,0.77070117,1.1336821,1.0888151,0.99929756,0.26589018,0.44497538,1.2235068,1.409388,2.100038,1.3945069,1.248403,1.4158697,0.56630284,0.7783653,0.54209816,1.7006787,2.094611,2.405735,1.7135073,2.2861147,0.5654799,1.6647098,0.18789,1.3393033,0.106813796,1.1972461,1.7692147,2.0624206,0.89881927,1.2912208,1.4613771,2.5400493,-0.101816,1.5983285,1.5056992,3.2494583,0.64350325,1.2271363,-0.0297642,0.06557417,0.73797375,1.316005,0.21959533,2.7833042,0.4286814,0.07762227,0.7240207,0.41797587,0.439524,0.371695,1.0092595,1.8217977,1.3452193,0.7663449,1.452527,1.4761028,0.085720666,1.3370079,0.46769133,0.8000146,0.58048207,0.71343964,0.4472033,0.31956807,0.9883038,PreT
0.9794251,1.601478,1.9245715,0.15631673,1.522377,0.023778995,1.9696392,1.032375,0.31821945,-0.024222342,2.0676775,1.818142,0.77727646,1.6621686,2.4284341,0.7500259,1.5060018,1.251974,1.3578328,0.23549922,1.0688275,2.1156414,0.20017503,1.1750959,1.0115076,1.4399147,0.37611246,1.5539126,0.8718032,0.6782691,0.7995549,0.5097759,1.560259,0.9035076,0.19072498,1.9323798,0.3673892,1.0228173,0.9905444,1.7350255,2.4212158,2.5599575,1.6827357,1.9315189,1.3896508,0.8229619,0.11299594,0.514156,0.40289673,0.69899654,1.8577542,0.37862673,1.2496758,0.5665601,1.3743199,2.6969624,0.021549165,0.50136113,1.3323262,2.7164633,0.44415095,0.8466228,0.023733994,0.090260476,0.5404973,0.39057958,0.7694601,2.078798,1.652303,0.27856672,0.17641136,0.85686606,0.34900084,0.8808813,1.5272136,2.138744,1.7016642,1.076523,0.5017528,0.28858805,0.6336853,1.2735597,0.71873724,1.1730456,0.54475725,1.2233773,0.65025103,0.16576369,1.5438484,PreT
1.6634173,1.489495,2.4681194,0.34547952,2.2630708,0.030262174,2.7628007,1.6356685,0.34606993,0.007215389,2.105946,2.262927,0.7071067,1.2457434,2.5783908,0.7020433,1.3700948,1.2149895,1.2951548,0.119368754,1.0781004,1.7450365,0.2732809,1.2247591,1.0741998,1.6611973,1.075027,1.8366863,0.90613663,1.4068807,1.3278532,1.1513149,1.6677955,0.7111546,0.4715563,1.9871547,0.1410054,0.41970634,1.1425587,1.6001093,2.0458767,2.5052626,1.3586222,2.0606828,0.2636838,1.1657258,0.2470728,0.4605386,0.064922936,0.90570366,1.2163396,0.5240047,1.4643717,0.5704315,0.99011755,2.1816366,-0.051794678,0.5102447,1.5816954,2.6814344,0.84800524,0.9806621,0.17380545,0.068318605,0.4657435,0.87164015,0.44881877,2.2928848,0.7609126,0.0275593,0.89872116,1.0890388,0.3172234,1.1430134,1.4924685,2.3292012,1.1197624,1.1638209,0.66332537,0.19077897,0.5444854,1.7509309,0.90391016,1.1992629,0.45426452,0.8657141,0.19448918,0.4984154,1.5928594,PreT
2.0778975,1.0648078,1.7733955,0.06229904,2.6248133,0.0737216,1.917354,1.1058948,0.24218713,0.009725899,2.0942864,1.785437,1.9635007,1.1440914,2.951698,1.666966,1.2366647,1.081869,0.1294475,0.55743235,0.4322513,2.156174,0.21161442,0.7362961,1.0452064,1.4321146,0.5981946,1.1464043,0.24210666,0.72554225,0.2085462,0.39962274,2.0019217,0.58041805,0.3845635,1.0250525,0.33672276,0.3012457,0.6417623,1.4277804,1.2741438,2.4359848,1.406253,1.2993659,0.1802515,1.1926808,0.070504785,0.296908,0.39957863,0.8420924,1.5654778,0.16925158,1.329109,0.8292756,0.30283386,2.8463006,-0.07087836,0.42658845,1.3749834,2.3447623,0.7914842,0.47050965,0.25399107,0.08977988,0.41574407,0.8147952,0.4474491,2.4118166,0.7987771,0.044156246,0.049604323,0.7255742,0.28582326,0.7868841,1.2340304,1.900454,0.72472733,0.77638894,0.78249675,0.8585913,0.9964863,1.1634328,0.4239755,0.9527946,0.20895109,0.8303843,0.29708672,0.35921183,1.2355486,PreT
1.00806,1.1253164,1.5266854,0.27835205,2.3172498,0.048018157,1.4648787,0.96723306,0.3452473,-0.021968333,2.1463983,1.5061567,1.4024,1.5267652,2.303253,1.3953881,1.6181742,1.1427033,1.0925008,-0.090466596,0.7324032,2.4050837,0.06602853,0.58712125,1.6920264,1.4883155,0.8674338,1.2538184,-0.022323683,0.5451282,0.07284605,0.42403477,1.8623458,1.0908219,0.4580933,0.07363138,0.44176158,0.22838056,0.9375726,1.3780763,2.6227517,2.6376941,1.4228339,1.4635909,0.22007073,0.93263334,0.16936557,0.013698214,0.7942453,0.7413013,2.1372616,-0.1289268,1.4397613,0.5004611,0.21364728,2.5521796,0.035029188,0.06253577,1.3377656,1.2918582,0.34605294,0.5369046,0.73426837,0.11388986,0.56195796,0.36145014,0.43242455,1.9645241,0.30170947,0.19597837,0.43408754,0.7918557,0.08050173,0.9564742,1.3628126,2.2605917,1.5859922,0.7899108,0.35032764,1.5182049,0.83862305,0.7140977,0.68875575,0.53997904,0.1562033,0.32228932,0.49810562,0.31344196,1.2869549,PreT
1.8974237,1.5509675,1.3506719,0.3246483,2.8447514,0.17785229,1.5229812,0.88119614,0.06266485,-0.034332573,2.0653453,1.7152212,2.1030753,0.9762941,2.8270257,1.0707222,0.60968995,1.6711032,0.11041483,1.5313004,1.4192427,2.4680166,0.24010004,0.31808993,1.145837,1.0805454,0.116744466,1.2283951,0.11470382,0.7896955,0.5128419,0.51474863,2.018704,0.43167913,0.5134029,0.1739319,0.08918757,0.907496,0.3211083,1.60825,2.5081618,2.4557507,1.5362104,2.0902278,0.7006756,0.99902683,0.17900538,0.6397062,1.2584286,0.6080626,1.6914041,-0.031706076,1.3946389,0.70095265,0.7637502,2.7119544,0.0037283904,0.5476542,1.8214138,2.334217,0.8799767,0.1447812,0.5805689,-0.1316793,0.20748755,0.72316337,0.20917283,2.7069643,0.23581964,0.17780767,0.021960404,0.2842522,0.27832618,0.5511124,1.071819,1.3669844,0.87908465,1.0415581,0.8175434,1.298711,1.0589291,1.1320087,0.33590674,0.89034426,0.34715208,0.07803873,0.54386866,0.3708203,0.81175035,PreT
1.7403148,1.1317991,1.8530765,0.25517985,2.5240295,0.102624,2.0426722,0.9917799,0.16311689,0.045277096,2.1413996,1.8255608,1.948939,1.190727,2.8630915,1.9163219,1.3000376,0.92332834,0.13441166,0.53592336,0.14992683,2.114387,0.19097303,0.7371605,1.1256888,1.4186873,0.55756027,1.2560079,0.35015377,0.78596365,0.27431443,0.12244336,2.0387342,0.6054118,0.3351437,0.8753166,0.31837463,0.19010405,0.67630047,1.4473844,1.5185647,2.514863,1.4537759,1.1276011,0.040077757,1.0465535,0.08508025,0.37329116,-0.01629173,0.7513305,1.6376591,-0.034190815,1.3356854,0.6388178,0.23963895,2.9455192,0.02325058,0.60847694,1.3214911,2.4996078,0.7033422,0.5016232,-0.06659486,-0.0123022795,0.23845866,0.75350595,0.47588918,2.493317,0.8352272,0.06177511,0.027244564,0.8075258,0.065388225,0.9208551,1.2077552,1.9530852,0.6168165,0.68805665,0.8648148,0.93793947,0.99354345,1.2492301,0.5289817,1.045726,0.060329176,0.80415875,0.2935295,0.34875634,1.3281175,PreT
2.7658145,1.8416202,1.8596252,0.7066077,2.2035258,0.10479297,1.777033,1.230044,0.75387305,0.06700232,2.24133,1.6996692,1.534795,1.205263,2.2933543,0.9533068,1.1991453,1.6582234,0.85794413,1.1711135,1.2004783,2.1994863,0.33973747,0.9437265,1.1276584,1.1393129,1.130344,1.1344013,0.017553225,0.7510039,0.5421873,0.55659264,2.200855,1.0622628,0.6769544,1.8627433,-0.0062338067,0.448365,0.6387472,1.8848872,2.5323493,2.6544862,1.4346596,1.70675,0.731062,1.0986819,0.36312878,1.0717816,0.38112786,0.72296464,1.7660811,0.7374967,1.3001802,0.99988544,1.3706405,2.4961472,-0.059069395,0.4715444,1.2851465,2.1533215,2.019383,1.3603046,0.11422133,0.11821842,0.607756,0.9796405,0.60710186,2.3867407,1.1845357,-0.0013262721,1.0026771,0.615102,0.51594055,0.49094936,1.5722812,1.678461,1.3505025,0.7239055,0.79413354,0.47147298,0.5639353,1.7881281,0.5840625,0.8082719,0.34363917,1.1066395,0.5904636,1.0969161,1.0761555,PreT
2.4793508,1.7223016,1.6510788,0.51770395,2.3389204,0.06159917,1.4302038,0.77206904,0.21946184,-0.048839852,2.1134486,1.6353178,1.666914,1.1044242,2.7031834,0.8466085,1.0812356,1.349801,0.09494653,0.64631784,0.8048996,2.2934628,0.30793998,0.12267876,1.2525802,1.2014095,0.47831452,0.9111838,0.06657387,1.2547812,0.011100419,0.901767,1.7900889,0.8291476,1.0925919,1.1736346,-0.21502858,0.47966576,0.4855313,1.2316585,2.2158015,2.198036,1.4898906,1.8571485,0.27553737,1.2694817,0.10391737,0.49517763,0.66087806,0.91616166,1.4664681,0.564783,1.30881,1.158273,0.25705177,2.397043,-0.04611759,0.77701694,1.4783419,1.5615065,1.3156065,0.6931345,0.63717794,0.042094618,0.6393023,1.0243369,0.45630518,2.320137,0.19244409,0.030254712,-0.11647601,0.319474,-0.07385019,0.44754395,0.75836056,1.3383718,1.10455,0.8905772,0.91382164,1.2543873,0.9515887,0.8248116,0.3305426,1.0127062,0.027173555,0.7473626,0.19677511,0.77438694,1.1407062,PreT
